idEvent,strTimestamp,Round,Home Team,Home Score,Away Team,Away Score,Poster,Thumb
2361603,2025-09-30 18:45:00,Round 400,Dorking Wanderers,4,Salisbury,2,,
2361604,2025-09-30 18:45:00,Round 400,Hereford,0,Hemel Hempstead Town,3,,
2361605,2025-09-30 18:45:00,Round 400,Billericay Town,2,Hednesford Town,0,,
2361606,2025-09-30 18:45:00,Round 400,Tonbridge Angels,5,Cray Valley Paper Mills,0,,
2361607,2025-09-30 18:45:00,Round 400,Ashton United,1,Runcorn Linnets,2,,
2361608,2025-09-30 18:45:00,Round 400,Bracknell Town,0,Flackwell Heath,3,,
2362898,2025-10-11 11:30:00,Round 400,Farnham Town,3,Sutton United,3,,
2362889,2025-10-11 14:00:00,Round 400,AFC Totton,1,Truro City,1,,
2362890,2025-10-11 14:00:00,Round 400,Altrincham,2,Harborough Town,2,,
2362891,2025-10-11 14:00:00,Round 400,Aveley,0,Gateshead,3,,
2362892,2025-10-11 14:00:00,Round 400,Banbury United,1,St Albans City,1,,
2362893,2025-10-11 14:00:00,Round 400,Braintree Town,2,Farnborough,0,,
2362894,2025-10-11 14:00:00,Round 400,Carlisle United,5,Boston United,2,,
2362895,2025-10-11 14:00:00,Round 400,Chelmsford City,4,Chippenham Town,3,,
2362896,2025-10-11 14:00:00,Round 400,Eastbourne Borough,0,Boreham Wood,3,,
2362897,2025-10-11 14:00:00,Round 400,Ebbsfleet United,2,Solihull Moors,0,,
2362899,2025-10-11 14:00:00,Round 400,Gainsborough Trinity,1,Hartlepool United,1,,
2362900,2025-10-11 14:00:00,Round 400,Hampton and Richmond Borough,0,Eastleigh,2,,
2362901,2025-10-11 14:00:00,Round 400,Macclesfield,1,Stamford,0,,
2362902,2025-10-11 14:00:00,Round 400,Morecambe,1,Chester,1,,
2362903,2025-10-11 14:00:00,Round 400,Rochdale,1,York City,2,,
2362904,2025-10-11 14:00:00,Round 400,Scunthorpe United,4,King's Lynn Town,2,,
2362905,2025-10-11 14:00:00,Round 400,Slough Town,3,Enfield Town,2,,
2362906,2025-10-11 14:00:00,Round 400,Southend United,4,Folkestone Invicta,1,,
2362907,2025-10-11 14:00:00,Round 400,Southport,1,Halifax Town,3,,
2362908,2025-10-11 14:00:00,Round 400,South Shields,4,Spalding United,0,,
2362909,2025-10-11 14:00:00,Round 400,Tamworth,1,Hyde United,0,,
2362910,2025-10-11 14:00:00,Round 400,Wealdstone,5,Whitstable Town,1,,
2362911,2025-10-11 14:00:00,Round 400,Weston-super-Mare,1,Needham Market,0,,
2362912,2025-10-11 14:00:00,Round 400,Woking,1,Brackley Town,1,,
2363908,2025-10-11 14:00:00,Round 400,Darlington,0,AFC Telford United,6,,
2363909,2025-10-11 14:00:00,Round 400,Dorking Wanderers,2,Aldershot Town,3,,
2363910,2025-10-11 14:00:00,Round 400,Hemel Hempstead Town,2,Yeovil Town,1,,
2363911,2025-10-11 14:00:00,Round 400,Maldon and Tiptree,1,Flackwell Heath,0,,
2363912,2025-10-11 14:00:00,Round 400,Runcorn Linnets,0,Buxton,1,,
2363913,2025-10-11 14:00:00,Round 400,Spennymoor Town,1,Billericay Town,0,,
2363914,2025-10-11 14:00:00,Round 400,Tonbridge Angels,1,Chatham Town,3,,
2362913,2025-10-13 18:30:00,Round 400,Worthing,1,Forest Green Rovers,4,,
2370485,2025-10-14 18:45:00,Round 400,Brackley Town,6,Woking,2,,
2370486,2025-10-14 18:45:00,Round 400,Chester,2,Morecambe,0,,
2370487,2025-10-14 18:45:00,Round 400,Harborough Town,0,Altrincham,3,,
2370488,2025-10-14 18:45:00,Round 400,Hartlepool United,1,Gainsborough Trinity,3,,
2370489,2025-10-14 18:45:00,Round 400,St Albans City,1,Banbury United,0,,
2370490,2025-10-14 18:45:00,Round 400,Sutton United,3,Farnham Town,2,,
2370491,2025-10-14 18:45:00,Round 400,Truro City,1,AFC Totton,1,,
2371352,2025-10-31 19:30:00,Round 1,Luton Town,4,Forest Green Rovers,3,,https://r2.thesportsdb.com/images/media/event/thumb/8gt0ik1761114945.jpg
2371344,2025-11-01 12:00:00,Round 1,Chelmsford City,4,Braintree Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/iizivl1761114915.jpg
2371337,2025-11-01 15:00:00,Round 1,AFC Wimbledon,0,Gateshead,2,,https://r2.thesportsdb.com/images/media/event/thumb/aa85221761114889.jpg
2371338,2025-11-01 15:00:00,Round 1,Barnsley,3,York City,2,,https://r2.thesportsdb.com/images/media/event/thumb/zdnc101761114893.jpg
2371339,2025-11-01 15:00:00,Round 1,Blackpool,1,Scunthorpe United,0,,https://r2.thesportsdb.com/images/media/event/thumb/s7iqgj1761114897.jpg
2371340,2025-11-01 15:00:00,Round 1,Bolton Wanderers,2,Huddersfield Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/l34c8o1761114900.jpg
2371341,2025-11-01 15:00:00,Round 1,Boreham Wood,3,Crawley Town,0,,https://r2.thesportsdb.com/images/media/event/thumb/rx8lc11761114904.jpg
2371342,2025-11-01 15:00:00,Round 1,Bromley,1,Bristol Rovers,2,,https://r2.thesportsdb.com/images/media/event/thumb/txexqw1761114908.jpg
2371343,2025-11-01 15:00:00,Round 1,Buxton,2,Chatham Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/0jiu011761114912.jpg
2371345,2025-11-01 15:00:00,Round 1,Cheltenham Town,1,Bradford City,0,,https://r2.thesportsdb.com/images/media/event/thumb/3iwwco1761114919.jpg
2371346,2025-11-01 15:00:00,Round 1,Colchester United,2,Milton Keynes Dons,3,,https://r2.thesportsdb.com/images/media/event/thumb/9wiib11761114923.jpg
2371347,2025-11-01 15:00:00,Round 1,Crewe Alexandra,1,Doncaster Rovers,2,,https://r2.thesportsdb.com/images/media/event/thumb/lv6k1l1761114926.jpg
2371349,2025-11-01 15:00:00,Round 1,Halifax Town,0,Exeter City,2,,https://r2.thesportsdb.com/images/media/event/thumb/irnwum1761114934.jpg
2371350,2025-11-01 15:00:00,Round 1,Fleetwood Town,2,Barnet,1,,https://r2.thesportsdb.com/images/media/event/thumb/jxsokq1761114938.jpg
2371351,2025-11-01 15:00:00,Round 1,Grimsby Town,3,Ebbsfleet United,1,,https://r2.thesportsdb.com/images/media/event/thumb/fqxpf91761114942.jpg
2371353,2025-11-01 15:00:00,Round 1,Mansfield Town,3,Harrogate Town,2,,https://r2.thesportsdb.com/images/media/event/thumb/b1rl7s1761114949.jpg
2371354,2025-11-01 15:00:00,Round 1,Newport County,1,Gillingham,1,,https://r2.thesportsdb.com/images/media/event/thumb/nj04m81761114953.jpg
2371355,2025-11-01 15:00:00,Round 1,Oldham Athletic,3,Northampton Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/a2nap71761114956.jpg
2371356,2025-11-01 15:00:00,Round 1,Peterborough United,1,Cardiff City,0,,https://r2.thesportsdb.com/images/media/event/thumb/xr9tpn1761114960.jpg
2371358,2025-11-01 15:00:00,Round 1,Reading,2,Carlisle United,3,,https://r2.thesportsdb.com/images/media/event/thumb/4eq0wr1761114967.jpg
2371359,2025-11-01 15:00:00,Round 1,Rotherham United,1,Swindon Town,2,,https://r2.thesportsdb.com/images/media/event/thumb/1m2f6m1761114989.jpg
2371360,2025-11-01 15:00:00,Round 1,Salford City,1,Lincoln City,1,,https://r2.thesportsdb.com/images/media/event/thumb/odwz651761114993.jpg
2371362,2025-11-01 15:00:00,Round 1,Spennymoor Town,0,Barrow,2,,https://r2.thesportsdb.com/images/media/event/thumb/kn5evw1761115000.jpg
2371363,2025-11-01 15:00:00,Round 1,Stevenage,0,Chesterfield,1,,https://r2.thesportsdb.com/images/media/event/thumb/su1clk1761115004.jpg
2371365,2025-11-01 15:00:00,Round 1,Tranmere Rovers,1,Stockport County,3,,https://r2.thesportsdb.com/images/media/event/thumb/4snf201761115011.jpg
2371366,2025-11-01 15:00:00,Round 1,Wealdstone,1,Southend United,0,,https://r2.thesportsdb.com/images/media/event/thumb/ybz1lt1761115015.jpg
2371367,2025-11-01 15:00:00,Round 1,Weston-super-Mare,2,Aldershot Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/e5ndz41761115018.jpg
2371368,2025-11-01 15:00:00,Round 1,Wigan Athletic,1,Hemel Hempstead Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/ed99ki1761115022.jpg
2371369,2025-11-01 15:00:00,Round 1,Wycombe Wanderers,2,Plymouth Argyle,0,,https://r2.thesportsdb.com/images/media/event/thumb/acvoqw1761115026.jpg
2371449,2025-11-01 15:00:00,Round 1,Burton Albion,6,St Albans City,0,,https://r2.thesportsdb.com/images/media/event/thumb/ikxlso1761115033.jpg
2371450,2025-11-01 15:00:00,Round 1,Cambridge United,3,Chester,0,,https://r2.thesportsdb.com/images/media/event/thumb/q0jc8v1761115037.jpg
2371452,2025-11-01 15:00:00,Round 1,Macclesfield,6,AFC Totton,3,,https://r2.thesportsdb.com/images/media/event/thumb/6jab411761115041.jpg
2371453,2025-11-01 15:00:00,Round 1,Slough Town,2,Altrincham,1,,https://r2.thesportsdb.com/images/media/event/thumb/yge5d61761115045.jpg
2371454,2025-11-01 15:00:00,Round 1,Sutton United,2,AFC Telford United,1,,https://r2.thesportsdb.com/images/media/event/thumb/fuozzb1761115048.jpg
2371448,2025-11-01 17:30:00,Round 1,Brackley Town,2,Notts County,2,,https://r2.thesportsdb.com/images/media/event/thumb/41wr1y1761115030.jpg
2371361,2025-11-02 12:00:00,Round 1,South Shields,1,Shrewsbury Town,3,,https://r2.thesportsdb.com/images/media/event/thumb/4a7am51761114996.jpg
2371348,2025-11-02 14:15:00,Round 1,Eastleigh,0,Walsall,3,,https://r2.thesportsdb.com/images/media/event/thumb/4glt9w1761114930.jpg
2371357,2025-11-02 15:00:00,Round 1,Port Vale,5,Maldon and Tiptree,1,,https://r2.thesportsdb.com/images/media/event/thumb/89hwqu1761114964.jpg
2371451,2025-11-02 17:15:00,Round 1,Gainsborough Trinity,1,Accrington Stanley,2,,https://r2.thesportsdb.com/images/media/event/thumb/o0qocf1761115310.jpg
2371364,2025-11-03 19:30:00,Round 1,Tamworth,0,Leyton Orient,1,,https://r2.thesportsdb.com/images/media/event/thumb/hpfa111761115007.jpg
2378756,2025-12-05 19:30:00,Round 2,Salford City,4,Leyton Orient,0,,https://r2.thesportsdb.com/images/media/event/thumb/fttswv1764923176.jpg
2378742,2025-12-06 15:00:00,Round 2,Accrington Stanley,1,Mansfield Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/j3svk41764923089.jpg
2378746,2025-12-06 15:00:00,Round 2,Chelmsford City,0,Weston-super-Mare,2,,https://r2.thesportsdb.com/images/media/event/thumb/ryp6y91764923122.jpg
2378747,2025-12-06 15:00:00,Round 2,Cheltenham Town,6,Buxton,2,,https://r2.thesportsdb.com/images/media/event/thumb/rb4jct1764923126.jpg
2378749,2025-12-06 15:00:00,Round 2,Exeter City,4,Wycombe Wanderers,0,,https://r2.thesportsdb.com/images/media/event/thumb/arym071764923133.jpg
2378750,2025-12-06 15:00:00,Round 2,Fleetwood Town,2,Luton Town,2,,https://r2.thesportsdb.com/images/media/event/thumb/sjhb871764923137.jpg
2378752,2025-12-06 15:00:00,Round 2,Grimsby Town,4,Wealdstone,0,,https://r2.thesportsdb.com/images/media/event/thumb/5y1r211764923144.jpg
2378753,2025-12-06 15:00:00,Round 2,Milton Keynes Dons,3,Oldham Athletic,1,,https://r2.thesportsdb.com/images/media/event/thumb/u8sunb1764923148.jpg
2378754,2025-12-06 15:00:00,Round 2,Peterborough United,0,Barnsley,1,,https://r2.thesportsdb.com/images/media/event/thumb/ooscps1764923169.jpg
2378755,2025-12-06 15:00:00,Round 2,Port Vale,1,Bristol Rovers,0,,https://r2.thesportsdb.com/images/media/event/thumb/rwqze61764923173.jpg
2378758,2025-12-06 15:00:00,Round 2,Stockport County,0,Cambridge United,0,,https://r2.thesportsdb.com/images/media/event/thumb/rd63zy1764923184.jpg
2378760,2025-12-06 15:00:00,Round 2,Swindon Town,4,Bolton Wanderers,0,,https://r2.thesportsdb.com/images/media/event/thumb/kdnm511764923209.jpg
2378761,2025-12-06 15:00:00,Round 2,Wigan Athletic,2,Barrow,2,,https://r2.thesportsdb.com/images/media/event/thumb/zghc2g1764923213.jpg
2378759,2025-12-06 17:15:00,Round 2,Sutton United,1,Shrewsbury Town,2,,https://r2.thesportsdb.com/images/media/event/thumb/cbwl3e1764923187.jpg
2378748,2025-12-06 19:30:00,Round 2,Chesterfield,1,Doncaster Rovers,2,,https://r2.thesportsdb.com/images/media/event/thumb/hsfcd81764923129.jpg
2378757,2025-12-07 12:30:00,Round 2,Slough Town,1,Macclesfield,3,,https://r2.thesportsdb.com/images/media/event/thumb/2ob4s71764923180.jpg
2378744,2025-12-07 14:30:00,Round 2,Boreham Wood,3,Newport County,0,,https://r2.thesportsdb.com/images/media/event/thumb/yp163r1764923097.jpg
2378751,2025-12-07 15:30:00,Round 2,Gateshead,0,Walsall,2,,https://r2.thesportsdb.com/images/media/event/thumb/topmvm1764923140.jpg
2378743,2025-12-07 17:30:00,Round 2,Blackpool,4,Carlisle United,1,,https://r2.thesportsdb.com/images/media/event/thumb/au0w2f1764923093.jpg
2378745,2025-12-08 19:30:00,Round 2,Brackley Town,1,Burton Albion,3,,https://r2.thesportsdb.com/images/media/event/thumb/q5jcsm1764923118.jpg
2392026,2026-01-09 19:30:00,Round 3,Milton Keynes Dons,1,Oxford United,1,,https://r2.thesportsdb.com/images/media/event/thumb/veslke1767339254.jpg
2392030,2026-01-09 19:30:00,Round 3,Port Vale,1,Fleetwood Town,0,,https://r2.thesportsdb.com/images/media/event/thumb/clw4o81767339269.jpg
2392031,2026-01-09 19:30:00,Round 3,Preston North End,0,Wigan Athletic,1,,https://r2.thesportsdb.com/images/media/event/thumb/m7vi3i1767339272.jpg
2392040,2026-01-09 19:30:00,Round 3,Wrexham,3,Nottingham Forest,3,,https://r2.thesportsdb.com/images/media/event/thumb/5usxto1767339305.jpg
2392014,2026-01-10 12:15:00,Round 3,Cheltenham Town,0,Leicester City,2,,https://r2.thesportsdb.com/images/media/event/thumb/a4wus31767339211.jpg
2392017,2026-01-10 12:15:00,Round 3,Everton,1,Sunderland,1,,https://r2.thesportsdb.com/images/media/event/thumb/rpc0041767339222.jpg
2392023,2026-01-10 12:15:00,Round 3,Macclesfield,2,Crystal Palace,1,,https://r2.thesportsdb.com/images/media/event/thumb/bopjan1767339243.jpg
2392039,2026-01-10 12:15:00,Round 3,Wolverhampton Wanderers,6,Shrewsbury Town,1,,https://r2.thesportsdb.com/images/media/event/thumb/o0c7cl1767339301.jpg
2392009,2026-01-10 15:00:00,Round 3,Boreham Wood,0,Burton Albion,5,,https://r2.thesportsdb.com/images/media/event/thumb/zwpeq81767339193.jpg
2392011,2026-01-10 15:00:00,Round 3,Burnley,5,Millwall,1,,https://r2.thesportsdb.com/images/media/event/thumb/u0u7611767339200.jpg
2392016,2026-01-10 15:00:00,Round 3,Doncaster Rovers,2,Southampton,3,,https://r2.thesportsdb.com/images/media/event/thumb/kkdxh01767339218.jpg
2392018,2026-01-10 15:00:00,Round 3,Fulham,3,Middlesbrough,1,,https://r2.thesportsdb.com/images/media/event/thumb/kvm8au1767339225.jpg
2392021,2026-01-10 15:00:00,Round 3,Ipswich Town,2,Blackpool,1,,https://r2.thesportsdb.com/images/media/event/thumb/10fhup1767339236.jpg
2392024,2026-01-10 15:00:00,Round 3,Manchester City,10,Exeter City,1,,https://r2.thesportsdb.com/images/media/event/thumb/m43hdw1767339247.jpg
2392027,2026-01-10 15:00:00,Round 3,Newcastle United,2,Bournemouth,2,,https://r2.thesportsdb.com/images/media/event/thumb/lfe0mv1767339258.jpg
2392034,2026-01-10 15:00:00,Round 3,Sheffield Wednesday,0,Brentford,2,,https://r2.thesportsdb.com/images/media/event/thumb/64ktgt1767339283.jpg
2392035,2026-01-10 15:00:00,Round 3,Stoke City,1,Coventry City,0,,https://r2.thesportsdb.com/images/media/event/thumb/zyy9hh1767339287.jpg
2392010,2026-01-10 17:45:00,Round 3,Bristol City,5,Watford,1,,https://r2.thesportsdb.com/images/media/event/thumb/yw9zg41767339197.jpg
2392012,2026-01-10 17:45:00,Round 3,Cambridge United,2,Birmingham City,3,,https://r2.thesportsdb.com/images/media/event/thumb/y7upzo1767339204.jpg
2392019,2026-01-10 17:45:00,Round 3,Grimsby Town,3,Weston-super-Mare,2,,https://r2.thesportsdb.com/images/media/event/thumb/06s69w1767339229.jpg
2392037,2026-01-10 17:45:00,Round 3,Tottenham Hotspur,1,Aston Villa,2,,https://r2.thesportsdb.com/images/media/event/thumb/1vpote1767339294.jpg
2392013,2026-01-10 20:00:00,Round 3,Charlton Athletic,1,Chelsea,5,,https://r2.thesportsdb.com/images/media/event/thumb/9vl5ku1767339207.jpg
2392015,2026-01-11 12:00:00,Round 3,Derby County,1,Leeds United,3,,https://r2.thesportsdb.com/images/media/event/thumb/lpne5p1767339215.jpg
2392029,2026-01-11 14:00:00,Round 3,Portsmouth,1,Arsenal,4,,https://r2.thesportsdb.com/images/media/event/thumb/gtubdb1767339265.jpg
2392020,2026-01-11 14:30:00,Round 3,Hull City,0,Blackburn Rovers,0,,https://r2.thesportsdb.com/images/media/event/thumb/vhpzjd1767339233.jpg
2392028,2026-01-11 14:30:00,Round 3,Norwich City,5,Walsall,1,,https://r2.thesportsdb.com/images/media/event/thumb/0vk8s11767339261.jpg
2392033,2026-01-11 14:30:00,Round 3,Sheffield United,3,Mansfield Town,4,,https://r2.thesportsdb.com/images/media/event/thumb/q3yxsm1767339279.jpg
2392036,2026-01-11 14:30:00,Round 3,Swansea City,1,West Bromwich Albion,1,,https://r2.thesportsdb.com/images/media/event/thumb/91r1w41767339290.jpg
2392038,2026-01-11 14:30:00,Round 3,West Ham United,2,Queens Park Rangers,1,,https://r2.thesportsdb.com/images/media/event/thumb/vag8bv1767339297.jpg
2392025,2026-01-11 16:30:00,Round 3,Manchester United,1,Brighton and Hove Albion,2,,https://r2.thesportsdb.com/images/media/event/thumb/ij9n3m1767339251.jpg
2392022,2026-01-12 19:45:00,Round 3,Liverpool,4,Barnsley,1,,https://r2.thesportsdb.com/images/media/event/thumb/mt4i0p1767339240.jpg
2392032,2026-01-20 19:45:00,Round 3,Salford City,3,Swindon Town,2,,https://r2.thesportsdb.com/images/media/event/thumb/t5yym21767339276.jpg
2415179,2026-02-13 19:45:00,Round 4,Hull City,0,Chelsea,4,,https://r2.thesportsdb.com/images/media/event/thumb/a2dd301770969292.jpg
2415187,2026-02-13 19:45:00,Round 4,Wrexham,1,Ipswich Town,0,,https://r2.thesportsdb.com/images/media/event/thumb/bep3zn1770969321.jpg
2415177,2026-02-14 12:15:00,Round 4,Burton Albion,0,West Ham United,1,,https://r2.thesportsdb.com/images/media/event/thumb/50g61a1770969284.jpg
2415176,2026-02-14 15:00:00,Round 4,Burnley,1,Mansfield Town,2,,https://r2.thesportsdb.com/images/media/event/thumb/nhoptu1770969281.jpg
2415182,2026-02-14 15:00:00,Round 4,Norwich City,3,West Bromwich Albion,1,,https://r2.thesportsdb.com/images/media/event/thumb/dae72u1770969303.jpg
2415185,2026-02-14 15:00:00,Round 4,Southampton,2,Leicester City,1,,https://r2.thesportsdb.com/images/media/event/thumb/cku4hx1770969314.jpg
2421724,2026-02-14 15:00:00,Round 4,Manchester City,2,Salford City,0,,https://r2.thesportsdb.com/images/media/event/thumb/8h289z1770969325.jpg
2415174,2026-02-14 17:45:00,Round 4,Aston Villa,1,Newcastle United,3,,https://r2.thesportsdb.com/images/media/event/thumb/h43o3h1770969273.jpg
2415180,2026-02-14 20:00:00,Round 4,Liverpool,3,Brighton and Hove Albion,0,,https://r2.thesportsdb.com/images/media/event/thumb/piy7k21770969295.jpg
2415175,2026-02-15 12:00:00,Round 4,Birmingham City,1,Leeds United,1,,https://r2.thesportsdb.com/images/media/event/thumb/g3q7d41770969277.jpg
2415178,2026-02-15 13:30:00,Round 4,Grimsby Town,0,Wolverhampton Wanderers,1,,https://r2.thesportsdb.com/images/media/event/thumb/nojpey1770969288.jpg
2415183,2026-02-15 14:00:00,Round 4,Oxford United,0,Sunderland,1,,https://r2.thesportsdb.com/images/media/event/thumb/vp0dle1770969306.jpg
2415186,2026-02-15 14:00:00,Round 4,Stoke City,1,Fulham,2,,https://r2.thesportsdb.com/images/media/event/thumb/8yvhlo1770969317.jpg
2415173,2026-02-15 16:30:00,Round 4,Arsenal,4,Wigan Athletic,0,,https://r2.thesportsdb.com/images/media/event/thumb/vgy8gx1770969270.jpg
2415181,2026-02-16 19:30:00,Round 4,Macclesfield,0,Brentford,1,,https://r2.thesportsdb.com/images/media/event/thumb/ril1x71770969299.jpg
2415184,2026-03-03 19:45:00,Round 4,Port Vale,1,Bristol City,0,,https://r2.thesportsdb.com/images/media/event/thumb/40ezv21770969310.jpg
2434727,2026-03-06 20:00:00,Round 5,Wolverhampton Wanderers,1,Liverpool,3,,https://r2.thesportsdb.com/images/media/event/thumb/afklnx1772798212.jpg
2434724,2026-03-07 12:15:00,Round 5,Mansfield Town,1,Arsenal,2,,https://r2.thesportsdb.com/images/media/event/thumb/tsnbz51772798209.jpg
2434728,2026-03-07 17:45:00,Round 5,Wrexham,2,Chelsea,4,,https://r2.thesportsdb.com/images/media/event/thumb/fgdn2t1772798213.jpg
2434725,2026-03-07 20:00:00,Round 5,Newcastle United,1,Manchester City,3,,https://r2.thesportsdb.com/images/media/event/thumb/3tm7l71772798210.jpg
2434722,2026-03-08 12:00:00,Round 5,Fulham,0,Southampton,1,,https://r2.thesportsdb.com/images/media/event/thumb/4tzwuu1772798208.jpg
2443377,2026-03-08 13:30:00,Round 5,Port Vale,1,Sunderland,0,,https://r2.thesportsdb.com/images/media/event/thumb/lucuv01772798214.jpg
2434723,2026-03-08 16:30:00,Round 5,Leeds United,3,Norwich City,0,,https://r2.thesportsdb.com/images/media/event/thumb/ktxk6b1772798208.jpg
2434726,2026-03-09 19:30:00,Round 5,West Ham United,2,Brentford,2,,https://r2.thesportsdb.com/images/media/event/thumb/pov2co1772798211.jpg
2446937,2026-04-04 11:45:00,Round 125,Manchester City,,Liverpool,,,
2446936,2026-04-04 16:15:00,Round 125,Chelsea,,Port Vale,,,
2446938,2026-04-04 19:00:00,Round 125,Southampton,,Arsenal,,,
2446939,2026-04-05 15:30:00,Round 125,West Ham United,,Leeds United,,,
